,name,coordinates,nearestSchool,nearestSchool_distance,nearestStation,nearestStation_distance,School_Y,School_X,School_Name,STOP_ID,LATITUDE,LONGITUDE,STOP_NAME,real_school_distance,real_school_duration,real_station_distance,real_station_duration
0,101/25-33 Wills Street Melbourne VIC 3000,"[-37.8107757, 144.9569269]",Ozford College,0.3222,Flagstaff Railway Station (Melbourne City),0.1736,-37.81289,144.95442,Ozford College,19841,-37.812,144.9557,Flagstaff Railway Station (Melbourne City),,,,
1,2905B/11 Rose Lane Melbourne VIC 3000,"[-37.815446, 144.9541165]",Hester Hornbrook Academy,0.2163,Southern Cross Railway Station (Melbourne City),0.3625,-37.81654,144.95615,Hester Hornbrook Academy,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
2,1901/368 St Kilda Road Melbourne VIC 3000,"[-37.8318086, 144.9710272]",MacRobertson Girls High School,0.4589,Flinders Street Railway Station (Melbourne City),1.5407,-37.83589,144.97186,MacRobertson Girls High School,19854,-37.8183,144.967,Flinders Street Railway Station (Melbourne City),,,,
3,1211/200 Spencer Street Melbourne VIC 3000,"[-37.816228, 144.9532465]",Hester Hornbrook Academy,0.258,Southern Cross Railway Station (Melbourne City),0.2467,-37.81654,144.95615,Hester Hornbrook Academy,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
4,1008/380 Little Lonsdale Street Melbourne VIC 3000,"[-37.8121026, 144.9581291]",Ozford College,0.3381,Flagstaff Railway Station (Melbourne City),0.2142,-37.81289,144.95442,Ozford College,19841,-37.812,144.9557,Flagstaff Railway Station (Melbourne City),,,,
5,3/27 Flinders Lane Melbourne VIC 3000,"[-37.8147317, 144.9733655]",Stott's College,0.4319,Parliament Railway Station (Melbourne City),0.4052,-37.81154,144.97056,Stott's College,19843,-37.8111,144.9729,Parliament Railway Station (Melbourne City),,,,
6,611/408 Lonsdale Street Melbourne VIC 3000,"[-37.8125979, 144.9604012]",Ozford College,0.5277,Melbourne Central Railway Station (Melbourne City),0.3566,-37.81289,144.95442,Ozford College,19842,-37.8099,144.9626,Melbourne Central Railway Station (Melbourne City),,,,
7,102/9 Bligh Place Melbourne VIC 3000,"[-37.817317, 144.96371]",Hester Hornbrook Academy,0.6712,Flinders Street Railway Station (Melbourne City),0.3095,-37.81654,144.95615,Hester Hornbrook Academy,19854,-37.8183,144.967,Flinders Street Railway Station (Melbourne City),,,,
8,1715/220 Spencer Street Melbourne VIC 3000,"[-37.8157157, 144.9529559]",Hester Hornbrook Academy,0.2958,Southern Cross Railway Station (Melbourne City),0.2785,-37.81654,144.95615,Hester Hornbrook Academy,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
9,104/300 Swanston Street Melbourne VIC 3000,"[-37.8106088, 144.9645798]",Stott's College,0.5366,Melbourne Central Railway Station (Melbourne City),0.1913,-37.81154,144.97056,Stott's College,19842,-37.8099,144.9626,Melbourne Central Railway Station (Melbourne City),,,,
10,Unit 1713/200 Spencer St Melbourne VIC 3000,"[-37.816228, 144.9532465]",Hester Hornbrook Academy,0.258,Southern Cross Railway Station (Melbourne City),0.2467,-37.81654,144.95615,Hester Hornbrook Academy,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
11,701/101 Therry St Melbourne VIC 3000,"[-37.8074149, 144.9591227]",River Nile School,0.4326,Melbourne Central Railway Station (Melbourne City),0.4121,-37.80519,144.95509,River Nile School,19842,-37.8099,144.9626,Melbourne Central Railway Station (Melbourne City),,,,
12,816/101 Therry St Melbourne VIC 3000,"[-37.8074149, 144.9591227]",River Nile School,0.4326,Melbourne Central Railway Station (Melbourne City),0.4121,-37.80519,144.95509,River Nile School,19842,-37.8099,144.9626,Melbourne Central Railway Station (Melbourne City),,,,
13,3902/220 Spencer Street Melbourne VIC 3000,"[-37.8157157, 144.9529559]",Hester Hornbrook Academy,0.2958,Southern Cross Railway Station (Melbourne City),0.2785,-37.81654,144.95615,Hester Hornbrook Academy,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
14,3405/288 Spencer Street Melbourne VIC 3000,"[-37.813775, 144.9520948]",Ozford College,0.2271,Flagstaff Railway Station (Melbourne City),0.3736,-37.81289,144.95442,Ozford College,19841,-37.812,144.9557,Flagstaff Railway Station (Melbourne City),,,,
15,1007/238 Flinders St Melbourne VIC 3000,"[-37.8175167, 144.9664983]",Stott's College,0.7536,Flinders Street Railway Station (Melbourne City),0.0975,-37.81154,144.97056,Stott's College,19854,-37.8183,144.967,Flinders Street Railway Station (Melbourne City),,,,
16,1211/260 Spencer Street Melbourne VIC 3000,"[-37.814564, 144.9522856]",Ozford College,0.2643,Southern Cross Railway Station (Melbourne City),0.3784,-37.81289,144.95442,Ozford College,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
17,504/350 La Trobe Street Melbourne VIC 3000,"[-37.8106785, 144.9592774]",Ozford College,0.4932,Melbourne Central Railway Station (Melbourne City),0.3051,-37.81289,144.95442,Ozford College,19842,-37.8099,144.9626,Melbourne Central Railway Station (Melbourne City),,,,
18,1106/555 Flinders Street Melbourne VIC 3000,"[-37.8209711, 144.9564827]",Hester Hornbrook Academy,0.4927,Southern Cross Railway Station (Melbourne City),0.5626,-37.81654,144.95615,Hester Hornbrook Academy,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
19,5401/464 Collins Street Melbourne VIC 3000,"[-37.8175602, 144.9585916]",Hester Hornbrook Academy,0.243,Southern Cross Railway Station (Melbourne City),0.6343,-37.81654,144.95615,Hester Hornbrook Academy,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
20,625/118 Franklin Street Melbourne VIC 3000,"[-37.8082052, 144.9589035]",River Nile School,0.4741,Melbourne Central Railway Station (Melbourne City),0.376,-37.80519,144.95509,River Nile School,19842,-37.8099,144.9626,Melbourne Central Railway Station (Melbourne City),,,,
21,1206/118 Russell Street Melbourne VIC 3000,"[-37.8135864, 144.9687232]",Stott's College,0.2788,Parliament Railway Station (Melbourne City),0.4598,-37.81154,144.97056,Stott's College,19843,-37.8111,144.9729,Parliament Railway Station (Melbourne City),,,,
22,1411/120 A Beckett St Melbourne VIC 3000,"[-37.8093086, 144.9597389]",River Nile School,0.6137,Melbourne Central Railway Station (Melbourne City),0.2604,-37.80519,144.95509,River Nile School,19842,-37.8099,144.9626,Melbourne Central Railway Station (Melbourne City),,,,
23,5003/464-466 Collins Street Melbourne VIC 3000,"[-37.81755500000001, 144.958633]",Hester Hornbrook Academy,0.2459,Southern Cross Railway Station (Melbourne City),0.638,-37.81654,144.95615,Hester Hornbrook Academy,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
24,912/87 Franklin Street Melbourne VIC 3000,"[-37.8079392, 144.9617069]",River Nile School,0.6578,Melbourne Central Railway Station (Melbourne City),0.2314,-37.80519,144.95509,River Nile School,19842,-37.8099,144.9626,Melbourne Central Railway Station (Melbourne City),,,,
25,1011/225 Elizabeth Street Melbourne VIC 3000,"[-37.8132308, 144.9623173]",Hester Hornbrook Academy,0.6556,Melbourne Central Railway Station (Melbourne City),0.3705,-37.81654,144.95615,Hester Hornbrook Academy,19842,-37.8099,144.9626,Melbourne Central Railway Station (Melbourne City),,,,
26,405/325 Collins Street Melbourne VIC 3000,"[-37.8166442, 144.9635498]",Hester Hornbrook Academy,0.6517,Flinders Street Railway Station (Melbourne City),0.3551,-37.81654,144.95615,Hester Hornbrook Academy,19854,-37.8183,144.967,Flinders Street Railway Station (Melbourne City),,,,
27,3108/500 Elizabeth St Melbourne VIC 3000,"[-37.8072443, 144.9602814]",River Nile School,0.5109,Melbourne Central Railway Station (Melbourne City),0.3586,-37.80519,144.95509,River Nile School,19842,-37.8099,144.9626,Melbourne Central Railway Station (Melbourne City),,,,
28,55/1 Albert Road Melbourne VIC 3000,"[-37.833957, 144.972793]",MacRobertson Girls High School,0.2297,South Yarra Railway Station (South Yarra),1.7866,-37.83589,144.97186,MacRobertson Girls High School,19959,-37.8384,144.9923,South Yarra Railway Station (South Yarra),,,,
29,228 La Trobe St Melbourne VIC 3000,"[-37.8097514, 144.9626141]",Stott's College,0.7273,Melbourne Central Railway Station (Melbourne City),0.0165,-37.81154,144.97056,Stott's College,19842,-37.8099,144.9626,Melbourne Central Railway Station (Melbourne City),,,,
30,Unit 913/39 Lonsdale St Melbourne VIC 3000,"[-37.80992639999999, 144.9711317]",Holmes Grammar School,0.1085,Parliament Railway Station (Melbourne City),0.203,-37.8103,144.97227,Holmes Grammar School,19843,-37.8111,144.9729,Parliament Railway Station (Melbourne City),,,,
31,34/546 Flinders Street Melbourne VIC 3000,"[-37.8205058, 144.9561717]",Hester Hornbrook Academy,0.4402,Southern Cross Railway Station (Melbourne City),0.5101,-37.81654,144.95615,Hester Hornbrook Academy,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
32,211A/441 Lonsdale Street Melbourne VIC 3000,"[-37.8134292, 144.9594445]",Ozford College,0.4465,Flagstaff Railway Station (Melbourne City),0.3659,-37.81289,144.95442,Ozford College,19841,-37.812,144.9557,Flagstaff Railway Station (Melbourne City),,,,
33,2104/38 Rose Lane Melbourne VIC 3000,"[-37.8148884, 144.9542283]",Ozford College,0.2224,Flagstaff Railway Station (Melbourne City),0.3458,-37.81289,144.95442,Ozford College,19841,-37.812,144.9557,Flagstaff Railway Station (Melbourne City),,,,
34,1313/268 Flinders Street Melbourne VIC 3000,"[-37.8178134, 144.9655688]",Stott's College,0.8234,Flinders Street Railway Station (Melbourne City),0.1371,-37.81154,144.97056,Stott's College,19854,-37.8183,144.967,Flinders Street Railway Station (Melbourne City),,,,
35,2807/81 Abeckett Street Melbourne VIC 3000,"[-37.8092252, 144.9613779]",River Nile School,0.7122,Melbourne Central Railway Station (Melbourne City),0.1311,-37.80519,144.95509,River Nile School,19842,-37.8099,144.9626,Melbourne Central Railway Station (Melbourne City),,,,
36,217/339 Swanston St Melbourne VIC 3000,"[-37.8103818, 144.9638079]",Stott's College,0.6083,Melbourne Central Railway Station (Melbourne City),0.1191,-37.81154,144.97056,Stott's College,19842,-37.8099,144.9626,Melbourne Central Railway Station (Melbourne City),,,,
37,925/555 Flinders Street Melbourne VIC 3000,"[-37.8209711, 144.9564827]",Hester Hornbrook Academy,0.4927,Southern Cross Railway Station (Melbourne City),0.5626,-37.81654,144.95615,Hester Hornbrook Academy,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
38,Unit 1402/560 Lonsdale St Melbourne VIC 3000,"[-37.8140313, 144.9556025]",Ozford College,0.164,Flagstaff Railway Station (Melbourne City),0.2256,-37.81289,144.95442,Ozford College,19841,-37.812,144.9557,Flagstaff Railway Station (Melbourne City),,,,
39,2.01/15 Collins Street Melbourne VIC 3000,"[-37.8137378, 144.9733348]",Stott's College,0.3453,Parliament Railway Station (Melbourne City),0.2953,-37.81154,144.97056,Stott's College,19843,-37.8111,144.9729,Parliament Railway Station (Melbourne City),,,,
40,29/400 Little Collins Street Melbourne VIC 3000,"[-37.815794, 144.961354]",Hester Hornbrook Academy,0.4656,Flinders Street Railway Station (Melbourne City),0.5697,-37.81654,144.95615,Hester Hornbrook Academy,19854,-37.8183,144.967,Flinders Street Railway Station (Melbourne City),,,,
41,711/500 Flinders Street Melbourne VIC 3000,"[-37.8200193, 144.9578273]",Hester Hornbrook Academy,0.4135,Southern Cross Railway Station (Melbourne City),0.6129,-37.81654,144.95615,Hester Hornbrook Academy,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
42,2302/135 Abeckett Street Melbourne VIC 3000,"[-37.8097879, 144.9596466]",Ozford College,0.5748,Melbourne Central Railway Station (Melbourne City),0.2604,-37.81289,144.95442,Ozford College,19842,-37.8099,144.9626,Melbourne Central Railway Station (Melbourne City),,,,
43,908/500 Flinders Street Melbourne VIC 3000,"[-37.8200193, 144.9578273]",Hester Hornbrook Academy,0.4135,Southern Cross Railway Station (Melbourne City),0.6129,-37.81654,144.95615,Hester Hornbrook Academy,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
44,3604/568 Collins Street Melbourne VIC 3000,"[-37.8183759, 144.9554361]",Hester Hornbrook Academy,0.2132,Southern Cross Railway Station (Melbourne City),0.3593,-37.81654,144.95615,Hester Hornbrook Academy,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
45,22/187 Collins Street Melbourne VIC 3000,"[-37.81540469999999, 144.9678522]",Stott's College,0.4908,Flinders Street Railway Station (Melbourne City),0.33,-37.81154,144.97056,Stott's College,19854,-37.8183,144.967,Flinders Street Railway Station (Melbourne City),,,,
46,508/616 Little Collins Street Street Melbourne VIC 3000,"[-37.8176151, 144.9543219]",Hester Hornbrook Academy,0.2004,Southern Cross Railway Station (Melbourne City),0.2592,-37.81654,144.95615,Hester Hornbrook Academy,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
47,7/7 Drewery Lane Melbourne VIC 3000,"[-37.8110742, 144.9639021]",Stott's College,0.5886,Melbourne Central Railway Station (Melbourne City),0.1736,-37.81154,144.97056,Stott's College,19842,-37.8099,144.9626,Melbourne Central Railway Station (Melbourne City),,,,
48,305/594 St Kilda Road Melbourne VIC 3000,"[-37.8496926, 144.9796418]",Victorian College For The Deaf,0.235,Prahran Railway Station (Prahran),0.9031,-37.84977,144.98231,Victorian College For The Deaf,19958,-37.8495,144.9899,Prahran Railway Station (Prahran),,,,
49,6/410 Queen Street Melbourne VIC 3000,"[-37.8090899, 144.9582169]",River Nile School,0.513,Flagstaff Railway Station (Melbourne City),0.3917,-37.80519,144.95509,River Nile School,19841,-37.812,144.9557,Flagstaff Railway Station (Melbourne City),,,,
50,10/17 Queens Road Melbourne VIC 3000,"[-37.839809, 144.9744569]",MacRobertson Girls High School,0.4914,South Yarra Railway Station (South Yarra),1.5784,-37.83589,144.97186,MacRobertson Girls High School,19959,-37.8384,144.9923,South Yarra Railway Station (South Yarra),,,,
51,4804/568 Collins Street Melbourne VIC 3000,"[-37.8183759, 144.9554361]",Hester Hornbrook Academy,0.2132,Southern Cross Railway Station (Melbourne City),0.3593,-37.81654,144.95615,Hester Hornbrook Academy,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
52,208/268 Flinders St Melbourne VIC 3000,"[-37.8178134, 144.9655688]",Stott's College,0.8234,Flinders Street Railway Station (Melbourne City),0.1371,-37.81154,144.97056,Stott's College,19854,-37.8183,144.967,Flinders Street Railway Station (Melbourne City),,,,
53,394 Collins Street Melbourne VIC 3000,"[-37.816819, 144.9611835]",Hester Hornbrook Academy,0.4443,Flinders Street Railway Station (Melbourne City),0.5379,-37.81654,144.95615,Hester Hornbrook Academy,19854,-37.8183,144.967,Flinders Street Railway Station (Melbourne City),,,,
54,211B/399 Bourke Street Melbourne VIC 3000,"[-37.8147259, 144.9621291]",Hester Hornbrook Academy,0.5637,Melbourne Central Railway Station (Melbourne City),0.5372,-37.81654,144.95615,Hester Hornbrook Academy,19842,-37.8099,144.9626,Melbourne Central Railway Station (Melbourne City),,,,
55,1609/398 Elizabeth Street Melbourne VIC 3000,"[-37.8093316, 144.9613227]",River Nile School,0.7159,Melbourne Central Railway Station (Melbourne City),0.129,-37.80519,144.95509,River Nile School,19842,-37.8099,144.9626,Melbourne Central Railway Station (Melbourne City),,,,
56,712/478 Saint Kilda Road Melbourne VIC 3000,"[-37.8425885, 144.9770385]",South Yarra Primary School,0.7678,Prahran Railway Station (Prahran),1.3675,-37.84135,144.98562,South Yarra Primary School,19958,-37.8495,144.9899,Prahran Railway Station (Prahran),,,,
57,3203/35 Spring Street Melbourne VIC 3000,"[-37.8141725, 144.9740049]",Stott's College,0.4212,Parliament Railway Station (Melbourne City),0.3546,-37.81154,144.97056,Stott's College,19843,-37.8111,144.9729,Parliament Railway Station (Melbourne City),,,,
58,1012/339 Swanston St Melbourne VIC 3000,"[-37.8103818, 144.9638079]",Stott's College,0.6083,Melbourne Central Railway Station (Melbourne City),0.1191,-37.81154,144.97056,Stott's College,19842,-37.8099,144.9626,Melbourne Central Railway Station (Melbourne City),,,,
59,251/350 St Kilda Road Melbourne VIC 3000,"[-37.831142, 144.9708545]",MacRobertson Girls High School,0.5344,Flinders Street Railway Station (Melbourne City),1.4652,-37.83589,144.97186,MacRobertson Girls High School,19854,-37.8183,144.967,Flinders Street Railway Station (Melbourne City),,,,
60,4203/35 Spring Street Melbourne VIC 3000,"[-37.8141725, 144.9740049]",Stott's College,0.4212,Parliament Railway Station (Melbourne City),0.3546,-37.81154,144.97056,Stott's College,19843,-37.8111,144.9729,Parliament Railway Station (Melbourne City),,,,
61,2206/288 Spencer Street Melbourne VIC 3000,"[-37.813775, 144.9520948]",Ozford College,0.2271,Flagstaff Railway Station (Melbourne City),0.3736,-37.81289,144.95442,Ozford College,19841,-37.812,144.9557,Flagstaff Railway Station (Melbourne City),,,,
62,2707/288 Spencer Street Melbourne VIC 3000,"[-37.813775, 144.9520948]",Ozford College,0.2271,Flagstaff Railway Station (Melbourne City),0.3736,-37.81289,144.95442,Ozford College,19841,-37.812,144.9557,Flagstaff Railway Station (Melbourne City),,,,
63,Studio/480 Elizabeth Street Melbourne VIC 3000,"[-37.8075067, 144.9604861]",River Nile School,0.5403,Melbourne Central Railway Station (Melbourne City),0.3244,-37.80519,144.95509,River Nile School,19842,-37.8099,144.9626,Melbourne Central Railway Station (Melbourne City),,,,
64,1012/605 St Kilda Road Melbourne VIC 3000,"[-37.85091269999999, 144.9814593]",Victorian College For The Deaf,0.1473,Prahran Railway Station (Prahran),0.7592,-37.84977,144.98231,Victorian College For The Deaf,19958,-37.8495,144.9899,Prahran Railway Station (Prahran),,,,
65,719/555 St Kilda Road Melbourne VIC 3000,"[-37.8470517, 144.9806745]",Wesley College,0.2358,Prahran Railway Station (Prahran),0.8562,-37.84883,144.98214,Wesley College,19958,-37.8495,144.9899,Prahran Railway Station (Prahran),,,,
66,1604/565 Flinders Street Melbourne VIC 3000,"[-37.8210586, 144.9559072]",Hester Hornbrook Academy,0.502,Southern Cross Railway Station (Melbourne City),0.5295,-37.81654,144.95615,Hester Hornbrook Academy,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
67,808/181 ABeckett Street Melbourne VIC 3000,"[-37.8101564, 144.9581958]",Ozford College,0.4501,Flagstaff Railway Station (Melbourne City),0.3003,-37.81289,144.95442,Ozford College,19841,-37.812,144.9557,Flagstaff Railway Station (Melbourne City),,,,
68,5407/60 A'Beckett Street Melbourne VIC 3000,"[-37.8087388, 144.9614417]",River Nile School,0.6841,Melbourne Central Railway Station (Melbourne City),0.1644,-37.80519,144.95509,River Nile School,19842,-37.8099,144.9626,Melbourne Central Railway Station (Melbourne City),,,,
69,1601/35 Spring Street Melbourne VIC 3000,"[-37.8141725, 144.9740049]",Stott's College,0.4212,Parliament Railway Station (Melbourne City),0.3546,-37.81154,144.97056,Stott's College,19843,-37.8111,144.9729,Parliament Railway Station (Melbourne City),,,,
70,802/455 Elizabeth Street Melbourne VIC 3000,"[-37.8084293, 144.9602064]",River Nile School,0.5764,Melbourne Central Railway Station (Melbourne City),0.2666,-37.80519,144.95509,River Nile School,19842,-37.8099,144.9626,Melbourne Central Railway Station (Melbourne City),,,,
71,509/228 A'Beckett Street Melbourne VIC 3000,"[-37.8103101, 144.9566423]",Ozford College,0.3468,Flagstaff Railway Station (Melbourne City),0.2051,-37.81289,144.95442,Ozford College,19841,-37.812,144.9557,Flagstaff Railway Station (Melbourne City),,,,
72,4006/33 Rose Lane Melbourne VIC 3000,"[-37.8150137, 144.9538694]",Ozford College,0.2406,Flagstaff Railway Station (Melbourne City),0.3713,-37.81289,144.95442,Ozford College,19841,-37.812,144.9557,Flagstaff Railway Station (Melbourne City),,,,
73,410/576-578 St Kilda Road Melbourne VIC 3000,"[-37.8484163, 144.9794055]",Wesley College,0.245,Prahran Railway Station (Prahran),0.9314,-37.84883,144.98214,Wesley College,19958,-37.8495,144.9899,Prahran Railway Station (Prahran),,,,
74,241/538 Little Lonsdale Street Melbourne VIC 3000,"[-37.8136966, 144.953207]",Ozford College,0.1394,Flagstaff Railway Station (Melbourne City),0.2892,-37.81289,144.95442,Ozford College,19841,-37.812,144.9557,Flagstaff Railway Station (Melbourne City),,,,
75,4807/500 Elizabeth Street Melbourne VIC 3000,"[-37.8072443, 144.9602814]",River Nile School,0.5109,Melbourne Central Railway Station (Melbourne City),0.3586,-37.80519,144.95509,River Nile School,19842,-37.8099,144.9626,Melbourne Central Railway Station (Melbourne City),,,,
76,3413/22-24 Jane Bell Lane Melbourne VIC 3000,"[-37.8102205, 144.9662652]",Stott's College,0.4056,Melbourne Central Railway Station (Melbourne City),0.3247,-37.81154,144.97056,Stott's College,19842,-37.8099,144.9626,Melbourne Central Railway Station (Melbourne City),,,,
77,604/118 Russell Street Melbourne VIC 3000,"[-37.8135864, 144.9687232]",Stott's College,0.2788,Parliament Railway Station (Melbourne City),0.4598,-37.81154,144.97056,Stott's College,19843,-37.8111,144.9729,Parliament Railway Station (Melbourne City),,,,
78,57/398 La Trobe Street Melbourne VIC 3000,"[-37.8109426, 144.9578145]",Ozford College,0.3689,Flagstaff Railway Station (Melbourne City),0.2201,-37.81289,144.95442,Ozford College,19841,-37.812,144.9557,Flagstaff Railway Station (Melbourne City),,,,
79,6209/568 Collins Street Melbourne VIC 3000,"[-37.8183759, 144.9554361]",Hester Hornbrook Academy,0.2132,Southern Cross Railway Station (Melbourne City),0.3593,-37.81654,144.95615,Hester Hornbrook Academy,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
80,3502/318 Russell Street Melbourne VIC 3000,"[-37.8091709, 144.966801]",Stott's College,0.4227,Melbourne Central Railway Station (Melbourne City),0.3787,-37.81154,144.97056,Stott's College,19842,-37.8099,144.9626,Melbourne Central Railway Station (Melbourne City),,,,
81,3507/568 Collins Street Melbourne VIC 3000,"[-37.8183759, 144.9554361]",Hester Hornbrook Academy,0.2132,Southern Cross Railway Station (Melbourne City),0.3593,-37.81654,144.95615,Hester Hornbrook Academy,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
82,1102/22 Coromandel Place Melbourne VIC 3000,"[-37.8130748, 144.9692397]",Stott's College,0.2062,Parliament Railway Station (Melbourne City),0.3898,-37.81154,144.97056,Stott's College,19843,-37.8111,144.9729,Parliament Railway Station (Melbourne City),,,,
83,1403/279-289 La Trobe Street Melbourne VIC 3000,"[-37.810613, 144.960839]",Ozford College,0.6192,Melbourne Central Railway Station (Melbourne City),0.1741,-37.81289,144.95442,Ozford College,19842,-37.8099,144.9626,Melbourne Central Railway Station (Melbourne City),,,,
84,912/181 ABeckett Street Melbourne VIC 3000,"[-37.8101564, 144.9581958]",Ozford College,0.4501,Flagstaff Railway Station (Melbourne City),0.3003,-37.81289,144.95442,Ozford College,19841,-37.812,144.9557,Flagstaff Railway Station (Melbourne City),,,,
85,204/408 Lonsdale Street Melbourne VIC 3000,"[-37.8125979, 144.9604012]",Ozford College,0.5277,Melbourne Central Railway Station (Melbourne City),0.3566,-37.81289,144.95442,Ozford College,19842,-37.8099,144.9626,Melbourne Central Railway Station (Melbourne City),,,,
86,2403/380 Little Lonsdale Street Melbourne VIC 3000,"[-37.8121026, 144.9581291]",Ozford College,0.3381,Flagstaff Railway Station (Melbourne City),0.2142,-37.81289,144.95442,Ozford College,19841,-37.812,144.9557,Flagstaff Railway Station (Melbourne City),,,,
87,204/327 La Trobe Street Melbourne VIC 3000,"[-37.8110521, 144.9597639]",Ozford College,0.5129,Melbourne Central Railway Station (Melbourne City),0.2806,-37.81289,144.95442,Ozford College,19842,-37.8099,144.9626,Melbourne Central Railway Station (Melbourne City),,,,
88,2614/350 William Street Melbourne VIC 3000,"[-37.8112344, 144.9564823]",Ozford College,0.2584,Flagstaff Railway Station (Melbourne City),0.1094,-37.81289,144.95442,Ozford College,19841,-37.812,144.9557,Flagstaff Railway Station (Melbourne City),,,,
89,1905/36 La Trobe Street Melbourne VIC 3000,"[-37.8081637, 144.967594]",Stott's College,0.4568,Melbourne Central Railway Station (Melbourne City),0.4801,-37.81154,144.97056,Stott's College,19842,-37.8099,144.9626,Melbourne Central Railway Station (Melbourne City),,,,
90,306/33 Rose Lane Melbourne VIC 3000,"[-37.8150137, 144.9538694]",Ozford College,0.2406,Flagstaff Railway Station (Melbourne City),0.3713,-37.81289,144.95442,Ozford College,19841,-37.812,144.9557,Flagstaff Railway Station (Melbourne City),,,,
91,1109/601 Little Collins Street Melbourne VIC 3000,"[-37.8179283, 144.9548393]",Hester Hornbrook Academy,0.1925,Southern Cross Railway Station (Melbourne City),0.3028,-37.81654,144.95615,Hester Hornbrook Academy,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
92,412/7 Katherine Place Melbourne VIC 3000,"[-37.8201858, 144.9564628]",Hester Hornbrook Academy,0.4056,Southern Cross Railway Station (Melbourne City),0.5129,-37.81654,144.95615,Hester Hornbrook Academy,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
93,1201/118-134 ABeckett Street Melbourne VIC 3000,"[-37.809359, 144.959739]",Ozford College,0.6107,Melbourne Central Railway Station (Melbourne City),0.259,-37.81289,144.95442,Ozford College,19842,-37.8099,144.9626,Melbourne Central Railway Station (Melbourne City),,,,
94,2606/157 A'beckett street Melbourne VIC 3000,"[-37.8099156, 144.9591846]",Ozford College,0.5339,Melbourne Central Railway Station (Melbourne City),0.3008,-37.81289,144.95442,Ozford College,19842,-37.8099,144.9626,Melbourne Central Railway Station (Melbourne City),,,,
95,818/139 Lonsdale Street Melbourne VIC 3000,"[-37.8107954, 144.9683039]",Stott's College,0.2152,Parliament Railway Station (Melbourne City),0.4061,-37.81154,144.97056,Stott's College,19843,-37.8111,144.9729,Parliament Railway Station (Melbourne City),,,,
96,304/58 La Trobe Street Melbourne VIC 3000,"[-37.8084287, 144.9670537]",Stott's College,0.4632,Melbourne Central Railway Station (Melbourne City),0.4248,-37.81154,144.97056,Stott's College,19842,-37.8099,144.9626,Melbourne Central Railway Station (Melbourne City),,,,
97,208/565 Flinders Street Melbourne VIC 3000,"[-37.8210586, 144.9559072]",Hester Hornbrook Academy,0.502,Southern Cross Railway Station (Melbourne City),0.5295,-37.81654,144.95615,Hester Hornbrook Academy,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
98,4507/318 Russell Street Melbourne VIC 3000,"[-37.8091709, 144.966801]",Stott's College,0.4227,Melbourne Central Railway Station (Melbourne City),0.3787,-37.81154,144.97056,Stott's College,19842,-37.8099,144.9626,Melbourne Central Railway Station (Melbourne City),,,,
99,1412/25 Therry Street Melbourne VIC 3000,"[-37.8069574, 144.9610991]",River Nile School,0.5644,Melbourne Central Railway Station (Melbourne City),0.3523,-37.80519,144.95509,River Nile School,19842,-37.8099,144.9626,Melbourne Central Railway Station (Melbourne City),,,,
100,18/300 King Street Melbourne VIC 3000,"[-37.8132242, 144.9546495]",Ozford College,0.0422,Flagstaff Railway Station (Melbourne City),0.1644,-37.81289,144.95442,Ozford College,19841,-37.812,144.9557,Flagstaff Railway Station (Melbourne City),,,,
101,924/555 Flinders Street Melbourne VIC 3000,"[-37.8209711, 144.9564827]",Hester Hornbrook Academy,0.4927,Southern Cross Railway Station (Melbourne City),0.5626,-37.81654,144.95615,Hester Hornbrook Academy,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
